PersonID,registered,party_reg,vote_intent,right_track,rcv_familiarity,most_important_issue,rcv_difficulty,ideo_self_id,education,age_cat,gender,borough,method_combined,morales_combined,stringer_combined,wiley_combined,garcia_combined,adams_combined,donovan_combined,yang_combined,other_combined,impact_of_rcv_exp,race,age_weight,gender_weight,edu_weight,boro_weight,race_weight,weight,age,morales,stringer,wiley,garcia,adams,donovan,yang,other
929,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Healthcare,Hard,Somewhat liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,2,3,1,Not Ranked,Not Ranked,5,4,Not Ranked,Somewhat more likely,Hispanic,4,2,1,4,2,1.31035969,2,2,3,1,,,5,4,
95,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Crime,Very Hard,Moderate,Graduate or professional degree,65+,Female,Brooklyn,Plan to vote in-person on June 22,5,Not Ranked,3,1,Not Ranked,4,2,Not Ranked,No change,White,4,1,3,2,1,0.815969318,2,5,,3,1,,4,2,
769,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Jobs,Easy,Moderate,High school graduate,55-64,Male,Queens,Plan to vote in-person on June 22,5,2,Not Ranked,Not Ranked,3,4,1,Not Ranked,No change,White,3,2,1,4,1,1.278030677,2,5,2,,,3,4,1,
233,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,4,3,1,2,Not Ranked,Not Ranked,Not Ranked,5,No change,White,4,1,1,4,1,1.36353972,2,4,3,1,2,,,,5
368,Yes,The Democratic party,I will definitely vote,Not sure,Not sure,Crime,Not sure,Not sure,Not sure,35-54,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not sure,Other,2,1,4,2,5,0.378844829,1,,,,,1,,,
763,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Queens,Plan to vote early in-person,Not Ranked,2,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,No change,AAPI,2,2,2,4,4,1.195847309,1,,2,,,,,1,
602,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,65+,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,1,4,2,Not Ranked,5,Not Ranked,No change,Black,4,2,3,3,3,0.882212665,2,,,1,4,2,,5,
710,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Something else (please specify),Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,NA,3,2,1,5,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,4,1,2,3,1,0.831163004,2,3,2,1,5,,,,
792,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,COVID-19/coronavirus,Very easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Staten Island,NA,4,Not Ranked,Not Ranked,1,Not Ranked,2,5,Not Ranked,No change,White,4,1,3,5,1,0.497830724,2,4,,,1,,2,5,
19,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Homelessness,Easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,4,1,2,Not Ranked,5,No change,Other,4,1,2,2,5,0.592723843,2,,,,4,1,2,,5
574,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote by absentee ballot,5,Not Ranked,2,3,1,Not Ranked,Not Ranked,Not Ranked,No change,Black,1,2,2,3,3,1.073322046,1,5,,2,3,1,,,
417,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,1,Not Ranked,Not Ranked,4,3,Not Ranked,2,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,1,,,4,3,,2,
191,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Graduate or professional degree,35-54,Other,Brooklyn,Not sure,2,3,1,5,Not Ranked,Not Ranked,Not Ranked,4,Somewhat more likely,Other,2,3,3,2,5,0.606418994,1,2,3,1,5,,,,4
693,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Jobs,Hard,Moderate,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,2,4,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,4,1,2,3,1,0.831163004,2,,2,4,1,,,,
914,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Easy,Moderate,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,4,5,1,2,Not Ranked,Not Ranked,Somewhat more likely,White,4,1,1,4,1,1.36353972,2,,,4,5,1,2,,
346,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,Plan to vote in-person on June 22,3,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,2,Not Ranked,Somewhat less likely,White,3,2,2,2,1,0.797693884,2,3,,,,1,,2,
84,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Easy,Very liberal or progressive,"Some college, but no degree",65+,Male,Manhattan,Plan to vote in-person on June 22,3,4,2,1,Not Ranked,5,Not Ranked,Not Ranked,No change,Hispanic,4,2,1,3,2,1.122000825,2,3,4,2,1,,5,,
706,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,COVID-19/coronavirus,Very easy,Very liberal or progressive,"Some college, but no degree",35-54,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,2,5,4,1,3,Not Ranked,No change,Black,2,1,1,3,3,1.194881261,1,,,2,5,4,1,3,
139,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Housing,Very Hard,Very conservative,First to eleventh grade,55-64,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not sure,Black,3,1,1,2,3,1.356014333,2,,,,,1,,,
555,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Very easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,5,2,3,Not Ranked,4,1,Not Ranked,No change,Other,2,1,1,3,5,0.718959564,1,,5,2,3,,4,1,
820,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,1,3,Not Ranked,2,Not Ranked,Much more likely,White,4,2,2,5,1,0.496634371,2,,,,1,3,,2,
684,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,3,Not Ranked,No change,AAPI,3,1,2,3,4,1.186520404,2,,,,2,1,,3,
520,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Hard,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,1,3,2,5,Not Ranked,No change,White,4,1,3,3,1,0.796887942,2,,,,1,3,2,5,
502,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Jobs,Easy,Moderate,High school graduate,35-54,Male,Brooklyn,NA,1,Not Ranked,3,4,Not Ranked,Not Ranked,5,Not Ranked,Somewhat more likely,White,2,2,1,2,1,1.011014876,1,1,,3,4,,,5,
178,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Easy,Somewhat conservative,First to eleventh grade,35-54,Female,Brooklyn,Plan to vote in-person on June 22,2,5,3,1,Not Ranked,4,Not Ranked,Not Ranked,Much more likely,Hispanic,2,1,1,2,2,1.062057481,1,2,5,3,1,,4,,
466,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Jobs,Very easy,Somewhat conservative,Associates or other two-year degree,35-54,Female,Brooklyn,Plan to vote early in-person,Not Ranked,4,3,2,Not Ranked,5,1,Not Ranked,No change,White,2,1,1,2,1,1.057039991,1,,4,3,2,,5,1,
721,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Manhattan,Plan to vote in-person on June 22,5,4,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,2,2,1,3,1,0.987372377,1,5,4,2,1,,,,
560,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Very easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,3,1,2,4,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,White,4,1,3,3,1,0.796887942,2,3,1,2,4,,,,
759,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Homelessness,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Male,Queens,Plan to vote in-person on June 22,Not Ranked,4,Not Ranked,Not Ranked,1,5,2,Not Ranked,Much more likely,Black,2,2,1,4,3,1.334714033,1,,4,,,1,5,2,
945,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Jobs,Very easy,Very conservative,High school graduate,55-64,Male,Bronx,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not sure,Black,3,2,1,1,3,1.114615542,2,,,,,1,,,
575,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote in-person on June 22,5,3,2,1,Not Ranked,Not Ranked,4,Not Ranked,No change,White,1,2,2,3,1,0.927299755,1,5,3,2,1,,,4,
840,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Crime,Easy,Somewhat conservative,Graduate or professional degree,65+,Female,Staten Island,Plan to vote in-person on June 22,Not Ranked,Not Ranked,5,4,1,Not Ranked,3,Not Ranked,Not sure,White,4,1,3,5,1,0.497830724,2,,,5,4,1,,3,
306,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Very conservative,First to eleventh grade,55-64,Male,Bronx,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,3,2,1,1,2,0.967546382,2,,,,,1,,,
686,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,3,1,5,4,Not Ranked,2,Not Ranked,No change,White,4,2,1,3,1,1.116700144,2,,3,1,5,4,,2,
691,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote early in-person,2,Not Ranked,1,5,Not Ranked,3,Not Ranked,4,Much more likely,White,3,1,2,3,1,0.814504638,2,2,,1,5,,3,,4
221,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Brooklyn,Plan to vote in-person on June 22,5,Not Ranked,2,Not Ranked,1,Not Ranked,3,Not Ranked,Much more likely,Black,2,2,1,2,3,1.170219824,1,5,,2,,1,,3,
747,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Homelessness,Easy,Not sure,"Some college, but no degree",55-64,Female,Queens,Plan to vote early in-person,Not Ranked,3,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,No change,Black,3,1,1,4,3,1.546625106,2,,3,,2,1,,,
910,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Easy,Moderate,High school graduate,65+,Female,Bronx,NA,2,5,Not Ranked,4,1,Not Ranked,3,Not Ranked,Somewhat more likely,Black,4,1,1,1,3,1.189190989,2,2,5,,4,1,,3,
21,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Hard,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Bronx,Plan to vote early in-person,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,5,Not Ranked,No change,Black,3,1,2,1,3,0.829611429,2,,2,,,1,,5,
193,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Moderate,Graduate or professional degree,35-54,Male,Queens,Not sure,2,Not Ranked,1,Not Ranked,5,Not Ranked,3,4,No change,Black,2,2,3,4,3,0.910992994,1,2,,1,,5,,3,4
403,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Homelessness,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote by absentee ballot,3,Not Ranked,2,1,4,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,White,4,1,1,4,1,1.36353972,2,3,,2,1,4,,,
242,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,COVID-19/coronavirus,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Male,Bronx,Plan to vote by absentee ballot,1,2,Not Ranked,3,4,5,Not Ranked,Not Ranked,No change,Black,3,2,1,1,3,1.114615542,2,1,2,,3,4,5,,
553,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Moderate,Associates or other two-year degree,35-54,Female,Manhattan,Plan to vote early in-person,Not Ranked,4,2,3,1,Not Ranked,5,Not Ranked,No change,Black,2,1,1,3,3,1.194881261,1,,4,2,3,1,,5,
161,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Easy,Moderate,First to eleventh grade,35-54,Female,Brooklyn,Plan to vote in-person on June 22,5,4,Not Ranked,2,1,Not Ranked,3,Not Ranked,No change,Black,2,1,1,2,3,1.223492534,1,5,4,,2,1,,3,
136,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Easy,Not sure,Four-year college graduate (bachelors degree),35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,Not Ranked,Not Ranked,1,3,Not sure,Hispanic,2,2,2,2,2,0.723152529,1,,,,2,,,1,3
513,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,High school graduate,35-54,Female,Brooklyn,Plan to vote in-person on June 22,2,1,Not Ranked,5,Not Ranked,4,3,Not Ranked,Somewhat more likely,White,2,1,1,2,1,1.057039991,1,2,1,,5,,4,3,
955,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Female,Queens,Plan to vote by absentee ballot,3,Not Ranked,4,2,Not Ranked,5,1,Not Ranked,Much more likely,Black,2,1,1,4,3,1.395475124,1,3,,4,2,,5,1,
966,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,4,3,1,5,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,4,2,1,4,2,1.31035969,2,4,3,1,5,,,,
398,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Healthcare,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,1,2,Not Ranked,3,Not Ranked,Not Ranked,Much more likely,White,4,1,1,4,1,1.36353972,2,,,1,2,,3,,
155,Yes,The Democratic party,I will definitely vote,Right direction,Not sure,Police reform,Hard,Moderate,Graduate or professional degree,35-54,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,Not Ranked,3,2,1,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,2,1,3,1,2,0.622973424,1,,,3,2,1,,,
550,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Very Hard,Somewhat conservative,"Some college, but no degree",65+,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much less likely,Other,4,2,1,3,5,0.777725238,2,,,,,1,,,
42,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Associates or other two-year degree,55-64,Male,Bronx,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,Black,3,2,1,1,3,1.114615542,2,,,,,,,,
182,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Education/Schools,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Female,Brooklyn,Not sure,3,Not Ranked,1,2,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Other,2,1,3,2,5,0.502467353,1,3,,1,2,,,,
343,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Moderate,Associates or other two-year degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,5,2,Not Ranked,3,1,Not Ranked,Not Ranked,Not Ranked,Much more likely,Black,2,1,1,2,3,1.223492534,1,5,2,,3,1,,,
406,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Healthcare,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote early in-person,2,Not Ranked,1,3,Not Ranked,Not Ranked,4,Not Ranked,No change,Other,2,2,1,2,5,0.704120788,1,2,,1,3,,,4,
397,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Very easy,Very liberal or progressive,Graduate or professional degree,18-34,Male,Brooklyn,Plan to vote early in-person,Not Ranked,3,2,4,Not Ranked,Not Ranked,5,1,Much more likely,White,1,2,3,2,1,0.910348685,1,,3,2,4,,,5,1
430,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Transportation,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,Not Ranked,3,2,1,5,Not Ranked,4,Not Ranked,Somewhat more likely,White,1,1,2,2,1,0.99272873,1,,3,2,1,5,,4,
923,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Hard,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Not sure,Not Ranked,2,Not Ranked,5,4,Not Ranked,1,Not Ranked,Not sure,Hispanic,4,2,1,4,2,1.31035969,2,,2,,5,4,,1,
209,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Manhattan,Plan to vote early in-person,Not Ranked,4,1,2,Not Ranked,3,Not Ranked,Not Ranked,No change,Other,3,2,1,3,5,0.762137884,2,,4,1,2,,3,,
980,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Not sure,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,No change,White,4,1,3,3,1,0.796887942,2,,,,,,,,1
711,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Jobs,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote early in-person,Not Ranked,4,2,Not Ranked,3,Not Ranked,1,Not Ranked,Much more likely,AAPI,3,1,2,3,4,1.186520404,2,,4,2,,3,,1,
40,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote early in-person,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,AAPI,2,1,2,2,4,1.096197551,1,2,,1,,,,,
117,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very Hard,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much less likely,Black,3,1,2,4,3,1.101034215,2,,,,,1,,,
66,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Not sure,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote early in-person,4,Not Ranked,2,3,Not Ranked,1,Not Ranked,5,Much more likely,Black,1,2,2,3,3,1.073322046,1,4,,2,3,,1,,5
499,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Homelessness,Very easy,Moderate,Associates or other two-year degree,55-64,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,4,1,5,Not Ranked,Not Ranked,No change,Black,3,1,1,2,3,1.356014333,2,,2,,4,1,5,,
302,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Homelessness,Easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Brooklyn,Plan to vote in-person on June 22,5,4,Not Ranked,3,2,Not Ranked,1,Not Ranked,No change,Hispanic,4,1,2,2,2,0.855104872,2,5,4,,3,2,,1,
142,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Housing,Easy,Very conservative,Not sure,65+,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,5,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,Other,4,2,4,3,5,0.400227123,2,,,,5,,,,
5,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Moderate,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,3,Not Ranked,2,Not Ranked,4,5,1,Not Ranked,Somewhat more likely,Black,2,1,3,2,3,0.835080099,1,3,,2,,4,5,1,
567,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,No change,White,3,1,2,3,1,0.814504638,2,,,,,,1,,
453,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Very easy,Somewhat conservative,"Some college, but no degree",35-54,Male,Brooklyn,NA,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much less likely,White,2,2,1,2,1,1.011014876,1,,,,,1,,,
399,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,3,Not Ranked,No change,Black,2,1,2,2,3,0.87099785,1,,,,2,1,,3,
514,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Hard,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Somewhat more likely,AAPI,2,2,2,2,4,1.048467457,1,,,,,,,1,
642,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Something else (please specify),Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Manhattan,NA,Not Ranked,1,3,2,Not Ranked,5,Not Ranked,4,No change,White,4,1,1,3,1,1.167536442,2,,1,3,2,,5,,4
653,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Very easy,Very liberal or progressive,Associates or other two-year degree,55-64,Male,Manhattan,Plan to vote in-person on June 22,5,Not Ranked,3,1,2,Not Ranked,Not Ranked,4,Somewhat more likely,Hispanic,3,2,1,3,2,1.099513417,2,5,,3,1,2,,,4
713,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote in-person on June 22,5,2,4,1,3,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,2,1,2,3,2,0.738392384,1,5,2,4,1,3,,,
740,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Somewhat conservative,Four-year college graduate (bachelors degree),65+,Male,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,4,5,No change,Black,4,2,2,4,3,1.074631546,2,,,,2,1,,4,5
239,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Crime,Easy,Very conservative,Graduate or professional degree,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,2,2,3,2,2,0.693331546,1,,,,2,1,,,
569,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Easy,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,No change,Other,2,2,2,3,5,0.489537936,1,,,,,,,,1
605,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,5,4,1,Not Ranked,3,Not Ranked,Not Ranked,No change,White,2,2,2,3,1,0.702905161,1,,5,4,1,,3,,
372,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Housing,Very easy,Very liberal or progressive,Graduate or professional degree,18-34,Female,Brooklyn,Plan to vote in-person on June 22,3,Not Ranked,1,2,Not Ranked,4,Not Ranked,Not Ranked,Somewhat more likely,Black,1,1,3,2,3,1.10167006,1,3,,1,2,,4,,
519,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Something else (please specify),Easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,4,Not Ranked,1,5,2,Not Ranked,Not Ranked,Much more likely,White,4,1,3,3,1,0.796887942,2,,4,,1,5,2,,
30,Yes,The Democratic party,I will definitely vote,Right direction,Not sure,Homelessness,Very easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Male,Queens,Plan to vote in-person on June 22,4,Not Ranked,5,3,1,2,Not Ranked,Not Ranked,No change,White,3,2,1,4,1,1.278030677,2,4,,5,3,1,2,,
371,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,18-34,Female,Brooklyn,Plan to vote early in-person,3,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,2,No change,Hispanic,1,1,3,2,2,0.956309006,1,3,,1,,,,,2
12,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Very easy,Very liberal or progressive,First to eleventh grade,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,White,2,2,1,2,1,1.011014876,1,,2,1,,,,,
