PersonID,registered,party_reg,vote_intent,right_track,rcv_familiarity,most_important_issue,rcv_difficulty,ideo_self_id,education,age_cat,gender,borough,method_combined,impact_of_rcv_exp,race,age,other,weight,1,2,3,4,5
223,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Very conservative,High school graduate,35-54,Female,Brooklyn,Plan to vote by absentee ballot,No change,Black,1,,1.223492534,cEricAdams,,,,
384,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,No change,White,2,5.0,1.36353972,cMayaWiley,cScottStringer,cDianneMorales,cShaunDonovan,
47,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,High school graduate,35-54,Female,Brooklyn,Plan to vote early in-person,Somewhat more likely,Hispanic,1,,1.062057481,cAndrewYang,cShaunDonovan,cEricAdams,cScottStringer,
937,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Healthcare,Very easy,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,Somewhat more likely,Hispanic,2,,1.31035969,cMayaWiley,cKathrynGarcia,cEricAdams,cShaunDonovan,cScottStringer
888,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Bronx,Plan to vote in-person on June 22,No change,White,2,,0.716745247,cEricAdams,cAndrewYang,cKathrynGarcia,,
116,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Jobs,Not sure,Moderate,Not sure,65+,Female,Bronx,Not sure,No change,Black,2,,0.611972539,cEricAdams,,cShaunDonovan,,
85,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,COVID-19/coronavirus,Very easy,Somewhat conservative,"Some college, but no degree",55-64,Female,Brooklyn,Plan to vote early in-person,Not sure,Black,2,,1.356014333,cEricAdams,cScottStringer,,cKathrynGarcia,cAndrewYang
65,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Not sure,Vocational or technical school,65+,Female,Queens,Plan to vote in-person on June 22,Much more likely,White,2,,1.36353972,cScottStringer,cEricAdams,cAndrewYang,cDianneMorales,cKathrynGarcia
613,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Male,Manhattan,Plan to vote in-person on June 22,No change,Other,1,,0.489537936,cKathrynGarcia,cEricAdams,,,
515,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Homelessness,Easy,Moderate,High school graduate,55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,Other,2,,0.780387174,cAndrewYang,cScottStringer,cShaunDonovan,cKathrynGarcia,cDianneMorales
984,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Housing,Hard,Very liberal or progressive,Not sure,18-34,Male,Manhattan,Plan to vote early in-person,Somewhat less likely,Other,1,,0.46684674,cDianneMorales,cEricAdams,,cMayaWiley,cShaunDonovan
176,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Somewhat conservative,High school graduate,55-64,Female,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,Black,2,,1.356014333,cEricAdams,,,,
79,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Very liberal or progressive,Graduate or professional degree,65+,Male,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.76219024,cKathrynGarcia,cScottStringer,cMayaWiley,cShaunDonovan,
86,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Something else (please specify),Very easy,Very liberal or progressive,"Some college, but no degree",18-34,Male,Brooklyn,Plan to vote early in-person,Much more likely,Other,1,1.0,0.928903456,,,,,
597,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,White,1,,0.734903989,cKathrynGarcia,cMayaWiley,cScottStringer,cDianneMorales,cShaunDonovan
114,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Very easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,Hispanic,1,,1.037221354,cKathrynGarcia,cScottStringer,cMayaWiley,,
866,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Homelessness,Easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Staten Island,Plan to vote in-person on June 22,No change,Hispanic,2,,0.521707702,cKathrynGarcia,cAndrewYang,cShaunDonovan,cScottStringer,cDianneMorales
906,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Male,Queens,Plan to vote early in-person,No change,White,2,,1.304169144,cEricAdams,cScottStringer,,cMayaWiley,cAndrewYang
189,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Very easy,Not sure,"Some college, but no degree",55-64,Female,Brooklyn,Plan to vote in-person on June 22,Much more likely,Black,2,,1.356014333,cEricAdams,cShaunDonovan,cMayaWiley,cKathrynGarcia,cScottStringer
673,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.794972914,cEricAdams,cScottStringer,,,
131,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Very easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote in-person on June 22,Much more likely,White,1,,1.011014876,cMayaWiley,cKathrynGarcia,cAndrewYang,cScottStringer,
861,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,COVID-19/coronavirus,Very easy,Moderate,"Some college, but no degree",65+,Male,Staten Island,Plan to vote in-person on June 22,Much more likely,Black,2,,0.807478408,cEricAdams,cMayaWiley,cKathrynGarcia,cShaunDonovan,cScottStringer
9,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Something else (please specify),Not sure,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Other,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,Hispanic,2,,1.032011003,cMayaWiley,cKathrynGarcia,,,
98,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Housing,Not sure,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Bronx,Plan to vote early in-person,No change,Black,1,3.0,1.005685382,cMayaWiley,cKathrynGarcia,,cShaunDonovan,cAndrewYang
206,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Very easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote by absentee ballot,No change,White,2,,1.36353972,cMayaWiley,cKathrynGarcia,,cDianneMorales,cShaunDonovan
617,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Crime,Not sure,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote in-person on June 22,Much less likely,White,2,,0.831163004,cAndrewYang,,,,
220,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Not sure,Moderate,Graduate or professional degree,35-54,Female,Queens,Plan to vote early in-person,Much more likely,Other,1,,0.573097646,cAndrewYang,cEricAdams,,,cShaunDonovan
878,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Homelessness,Easy,Not sure,"Some college, but no degree",65+,Female,Bronx,Plan to vote in-person on June 22,No change,Black,2,,1.189190989,cMayaWiley,cShaunDonovan,cKathrynGarcia,cEricAdams,
833,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Staten Island,Plan to vote in-person on June 22,No change,Hispanic,2,,0.73284392,cShaunDonovan,cAndrewYang,,cScottStringer,cKathrynGarcia
11,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Very easy,Moderate,Graduate or professional degree,35-54,Male,Brooklyn,Plan to vote early in-person,Somewhat less likely,Other,1,,0.480589167,cAndrewYang,cScottStringer,cKathrynGarcia,cShaunDonovan,
4,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Crime,Easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Bronx,Plan to vote in-person on June 22,Somewhat less likely,Black,1,,1.005685382,cScottStringer,cShaunDonovan,cMayaWiley,cKathrynGarcia,cAndrewYang
29,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,Black,2,,0.923307083,cEricAdams,cKathrynGarcia,,cScottStringer,cDianneMorales
591,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,No change,White,2,,0.796887942,cScottStringer,cKathrynGarcia,cMayaWiley,,
652,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Something else (please specify),Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Manhattan,Plan to vote early in-person,No change,White,1,,0.96951385,cMayaWiley,cKathrynGarcia,cDianneMorales,cShaunDonovan,cScottStringer
91,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,No change,White,1,,0.752501167,cShaunDonovan,cAndrewYang,cMayaWiley,cScottStringer,cDianneMorales
181,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote early in-person,No change,White,1,,0.752501167,cMayaWiley,cDianneMorales,cKathrynGarcia,cAndrewYang,cScottStringer
704,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Jobs,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote by absentee ballot,Somewhat less likely,White,1,,0.734903989,cEricAdams,cKathrynGarcia,cMayaWiley,cShaunDonovan,cAndrewYang
150,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Something else (please specify),Very easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote in-person on June 22,No change,White,1,,1.011014876,cEricAdams,cMayaWiley,cDianneMorales,cAndrewYang,cScottStringer
404,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Male,Brooklyn,Plan to vote in-person on June 22,Much more likely,Black,2,,1.323497272,cEricAdams,cKathrynGarcia,cShaunDonovan,cAndrewYang,cDianneMorales
135,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote early in-person,No change,Hispanic,1,,0.724894547,,,,,
438,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Crime,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,White,2,,0.797693884,cKathrynGarcia,cScottStringer,,cAndrewYang,cDianneMorales
989,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Hard,Moderate,High school graduate,18-34,Male,Manhattan,Plan to vote in-person on June 22,Somewhat more likely,White,1,,1.30257994,cEricAdams,cAndrewYang,cScottStringer,cMayaWiley,
929,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Healthcare,Hard,Somewhat liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,Somewhat more likely,Hispanic,2,,1.31035969,cMayaWiley,cDianneMorales,cScottStringer,cAndrewYang,cShaunDonovan
95,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Crime,Very Hard,Moderate,Graduate or professional degree,65+,Female,Brooklyn,Plan to vote in-person on June 22,No change,White,2,,0.815969318,cKathrynGarcia,cAndrewYang,cMayaWiley,cShaunDonovan,cDianneMorales
769,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Jobs,Easy,Moderate,High school graduate,55-64,Male,Queens,Plan to vote in-person on June 22,No change,White,2,,1.278030677,cAndrewYang,cScottStringer,cEricAdams,cShaunDonovan,cDianneMorales
233,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,No change,White,2,5.0,1.36353972,cMayaWiley,cKathrynGarcia,cScottStringer,cDianneMorales,
368,Yes,The Democratic party,I will definitely vote,Not sure,Not sure,Crime,Not sure,Not sure,Not sure,35-54,Female,Brooklyn,Plan to vote early in-person,Not sure,Other,1,,0.378844829,cEricAdams,,,,
763,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Queens,Plan to vote early in-person,No change,AAPI,1,,1.195847309,cAndrewYang,cScottStringer,,,
602,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,65+,Male,Manhattan,Plan to vote early in-person,No change,Black,2,,0.882212665,cMayaWiley,cEricAdams,,cKathrynGarcia,cAndrewYang
710,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Something else (please specify),Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,,No change,White,2,,0.831163004,cMayaWiley,cScottStringer,cDianneMorales,,cKathrynGarcia
792,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,COVID-19/coronavirus,Very easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Staten Island,,No change,White,2,,0.497830724,cKathrynGarcia,cShaunDonovan,,cDianneMorales,cAndrewYang
19,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Homelessness,Easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Brooklyn,Plan to vote early in-person,No change,Other,2,5.0,0.592723843,cEricAdams,cShaunDonovan,,cKathrynGarcia,
574,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote by absentee ballot,No change,Black,1,,1.073322046,cEricAdams,cMayaWiley,cKathrynGarcia,,cDianneMorales
417,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,No change,White,2,,1.36353972,cDianneMorales,cAndrewYang,cEricAdams,cKathrynGarcia,
191,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Graduate or professional degree,35-54,Other,Brooklyn,Not sure,Somewhat more likely,Other,1,4.0,0.606418994,cMayaWiley,cDianneMorales,cScottStringer,,cKathrynGarcia
693,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Jobs,Hard,Moderate,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.831163004,cKathrynGarcia,cScottStringer,,cMayaWiley,
914,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Easy,Moderate,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,Somewhat more likely,White,2,,1.36353972,cEricAdams,cShaunDonovan,,cMayaWiley,cKathrynGarcia
346,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,Plan to vote in-person on June 22,Somewhat less likely,White,2,,0.797693884,cEricAdams,cAndrewYang,cDianneMorales,,
84,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Easy,Very liberal or progressive,"Some college, but no degree",65+,Male,Manhattan,Plan to vote in-person on June 22,No change,Hispanic,2,,1.122000825,cKathrynGarcia,cMayaWiley,cDianneMorales,cScottStringer,cShaunDonovan
706,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,COVID-19/coronavirus,Very easy,Very liberal or progressive,"Some college, but no degree",35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,Black,1,,1.194881261,cShaunDonovan,cMayaWiley,cAndrewYang,cEricAdams,cKathrynGarcia
139,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Housing,Very Hard,Very conservative,First to eleventh grade,55-64,Female,Brooklyn,Plan to vote in-person on June 22,Not sure,Black,2,,1.356014333,cEricAdams,,,,
555,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Very easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,Other,1,,0.718959564,cAndrewYang,cMayaWiley,cKathrynGarcia,cShaunDonovan,cScottStringer
820,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote early in-person,Much more likely,White,2,,0.496634371,cKathrynGarcia,cAndrewYang,cEricAdams,,
684,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,No change,AAPI,2,,1.186520404,cEricAdams,cKathrynGarcia,cAndrewYang,,
520,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Hard,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.796887942,cKathrynGarcia,cShaunDonovan,cEricAdams,,cAndrewYang
502,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Jobs,Easy,Moderate,High school graduate,35-54,Male,Brooklyn,,Somewhat more likely,White,1,,1.011014876,cDianneMorales,,cMayaWiley,cKathrynGarcia,cAndrewYang
178,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Easy,Somewhat conservative,First to eleventh grade,35-54,Female,Brooklyn,Plan to vote in-person on June 22,Much more likely,Hispanic,1,,1.062057481,cKathrynGarcia,cDianneMorales,cMayaWiley,cShaunDonovan,cScottStringer
466,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Jobs,Very easy,Somewhat conservative,Associates or other two-year degree,35-54,Female,Brooklyn,Plan to vote early in-person,No change,White,1,,1.057039991,cAndrewYang,cKathrynGarcia,cMayaWiley,cScottStringer,cShaunDonovan
721,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Manhattan,Plan to vote in-person on June 22,No change,White,1,,0.987372377,cKathrynGarcia,cMayaWiley,,cScottStringer,cDianneMorales
560,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Very easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,Somewhat more likely,White,2,,0.796887942,cScottStringer,cMayaWiley,cDianneMorales,cKathrynGarcia,
759,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Homelessness,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Male,Queens,Plan to vote in-person on June 22,Much more likely,Black,1,,1.334714033,cEricAdams,cAndrewYang,,cScottStringer,cShaunDonovan
945,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Jobs,Very easy,Very conservative,High school graduate,55-64,Male,Bronx,Plan to vote early in-person,Not sure,Black,2,,1.114615542,cEricAdams,,,,
575,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Manhattan,Plan to vote in-person on June 22,No change,White,1,,0.927299755,cKathrynGarcia,cMayaWiley,cScottStringer,cAndrewYang,cDianneMorales
840,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Crime,Easy,Somewhat conservative,Graduate or professional degree,65+,Female,Staten Island,Plan to vote in-person on June 22,Not sure,White,2,,0.497830724,cEricAdams,,cAndrewYang,cKathrynGarcia,cMayaWiley
306,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Very conservative,First to eleventh grade,55-64,Male,Bronx,Plan to vote early in-person,Much more likely,Hispanic,2,,0.967546382,cEricAdams,,,,
686,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Male,Manhattan,Plan to vote in-person on June 22,No change,White,2,,1.116700144,cMayaWiley,cAndrewYang,cScottStringer,cEricAdams,cKathrynGarcia
691,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote early in-person,Much more likely,White,2,4.0,0.814504638,cMayaWiley,cDianneMorales,cShaunDonovan,,cKathrynGarcia
221,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Much more likely,Black,1,,1.170219824,cEricAdams,cMayaWiley,cAndrewYang,,cDianneMorales
747,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Homelessness,Easy,Not sure,"Some college, but no degree",55-64,Female,Queens,Plan to vote early in-person,No change,Black,2,,1.546625106,cEricAdams,cKathrynGarcia,cScottStringer,,
910,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Easy,Moderate,High school graduate,65+,Female,Bronx,,Somewhat more likely,Black,2,,1.189190989,cEricAdams,cDianneMorales,cAndrewYang,cKathrynGarcia,cScottStringer
21,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Hard,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Bronx,Plan to vote early in-person,No change,Black,2,,0.829611429,cEricAdams,cScottStringer,,,cAndrewYang
193,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Moderate,Graduate or professional degree,35-54,Male,Queens,Not sure,No change,Black,1,4.0,0.910992994,cMayaWiley,cDianneMorales,cAndrewYang,,cEricAdams
403,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Homelessness,Easy,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote by absentee ballot,Somewhat more likely,White,2,,1.36353972,cKathrynGarcia,cMayaWiley,cDianneMorales,cEricAdams,
242,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,COVID-19/coronavirus,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Male,Bronx,Plan to vote by absentee ballot,No change,Black,2,,1.114615542,cDianneMorales,cScottStringer,cKathrynGarcia,cEricAdams,cShaunDonovan
553,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Moderate,Associates or other two-year degree,35-54,Female,Manhattan,Plan to vote early in-person,No change,Black,1,,1.194881261,cEricAdams,cMayaWiley,cKathrynGarcia,cScottStringer,cAndrewYang
161,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Easy,Moderate,First to eleventh grade,35-54,Female,Brooklyn,Plan to vote in-person on June 22,No change,Black,1,,1.223492534,cEricAdams,cKathrynGarcia,cAndrewYang,cScottStringer,cDianneMorales
136,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Crime,Easy,Not sure,Four-year college graduate (bachelors degree),35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not sure,Hispanic,1,3.0,0.723152529,cAndrewYang,cKathrynGarcia,,,
513,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,High school graduate,35-54,Female,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,White,1,,1.057039991,cScottStringer,cDianneMorales,cAndrewYang,cShaunDonovan,cKathrynGarcia
955,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Female,Queens,Plan to vote by absentee ballot,Much more likely,Black,1,,1.395475124,cAndrewYang,cKathrynGarcia,cDianneMorales,cMayaWiley,cShaunDonovan
966,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Crime,Very easy,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Plan to vote early in-person,Much more likely,Hispanic,2,,1.31035969,cMayaWiley,,cScottStringer,cDianneMorales,cKathrynGarcia
398,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Healthcare,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,Much more likely,White,2,,1.36353972,cMayaWiley,cKathrynGarcia,cShaunDonovan,,
155,Yes,The Democratic party,I will definitely vote,Right direction,Not sure,Police reform,Hard,Moderate,Graduate or professional degree,35-54,Female,Bronx,Plan to vote in-person on June 22,No change,Hispanic,1,,0.622973424,cEricAdams,cKathrynGarcia,cMayaWiley,,
550,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Very Hard,Somewhat conservative,"Some college, but no degree",65+,Male,Manhattan,Plan to vote early in-person,Much less likely,Other,2,,0.777725238,cEricAdams,,,,
42,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,Associates or other two-year degree,55-64,Male,Bronx,Plan to vote in-person on June 22,Somewhat more likely,Black,2,,1.114615542,,,,,
182,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Education/Schools,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Female,Brooklyn,Not sure,No change,Other,1,,0.502467353,cMayaWiley,cKathrynGarcia,cDianneMorales,,
343,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Moderate,Associates or other two-year degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,Much more likely,Black,1,,1.223492534,cEricAdams,cScottStringer,cKathrynGarcia,,cDianneMorales
406,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Healthcare,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote early in-person,No change,Other,1,,0.704120788,cMayaWiley,cDianneMorales,cKathrynGarcia,cAndrewYang,
397,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Very easy,Very liberal or progressive,Graduate or professional degree,18-34,Male,Brooklyn,Plan to vote early in-person,Much more likely,White,1,1.0,0.910348685,,cMayaWiley,cScottStringer,cKathrynGarcia,cAndrewYang
430,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Transportation,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,Somewhat more likely,White,1,,0.99272873,cKathrynGarcia,cMayaWiley,cScottStringer,cAndrewYang,cEricAdams
923,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Hard,Very liberal or progressive,Associates or other two-year degree,65+,Male,Queens,Not sure,Not sure,Hispanic,2,,1.31035969,cAndrewYang,cScottStringer,,cEricAdams,cKathrynGarcia
209,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Manhattan,Plan to vote early in-person,No change,Other,2,,0.762137884,cMayaWiley,cKathrynGarcia,cShaunDonovan,cScottStringer,
