PersonID,age,age_cat,borough,candidate_AndrewYang,candidate_DianneMorales,candidate_EricAdams,candidate_KathrynGarcia,candidate_MayaWiley,candidate_RayMcGuire,candidate_ScottStringer,candidate_ShaunDonovan,candidate_overvote,education,gender,ideo_self_id,impact_of_rcv_exp,method,most_important_issue,other,party_reg,race,rank_limit,rcv_difficulty,rcv_familiarity,registered,right_track,vote_intent,weight
189,2,55-64,Brooklyn,,,1,4,3,,5,2,,"Some college, but no degree",Female,Not sure,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.356014333
673,2,65+,Manhattan,,,1,,,,2,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Transportation,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.794972914
131,1,35-54,Brooklyn,3,,,2,1,5,4,,,"Some college, but no degree",Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.011014876
861,2,65+,Staten Island,,,1,3,2,,5,4,,"Some college, but no degree",Male,Moderate,Much more likely,Plan to vote in-person on June 22,COVID-19/coronavirus,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Right direction,I will definitely vote,0.807478408
9,2,65+,Brooklyn,,,,2,1,,,,,Four-year college graduate (bachelors degree),Other,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,Hispanic,5,Not sure,Not too familiar,Yes,Not sure,I will definitely vote,1.032011003
98,1,35-54,Bronx,4,,,2,1,,,3,,Associates or other two-year degree,Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,3.0,The Democratic party,Black,5,Not sure,Not too familiar,Yes,Wrong track,I will definitely vote,1.005685382
206,2,65+,Queens,,4,,2,1,3,,5,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote by absentee ballot,Housing,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.36353972
617,2,65+,Manhattan,1,,,,,,,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Not sure,Not familiar at all,Yes,Not sure,I will definitely vote,0.831163004
220,1,35-54,Queens,1,,2,,,,,3,,Graduate or professional degree,Female,Moderate,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Other,5,Not sure,Very familiar,Yes,Wrong track,I will definitely vote,0.573097646
878,2,65+,Bronx,,,4,3,1,5,,2,,"Some college, but no degree",Female,Not sure,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,1.189190989
833,2,65+,Staten Island,2,,,5,,3,4,1,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.73284392
11,1,35-54,Brooklyn,1,,,3,,5,2,4,,Graduate or professional degree,Male,Moderate,Somewhat less likely,Plan to vote early in-person,Homelessness,,The Democratic party,Other,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.480589167
4,1,35-54,Bronx,5,,,4,3,,1,2,,"Some college, but no degree",Male,Somewhat liberal or progressive,Somewhat less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,1.005685382
29,2,55-64,Brooklyn,,5,1,2,,3,4,,,Four-year college graduate (bachelors degree),Male,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.923307083
591,2,65+,Manhattan,,,,2,3,4,1,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.796887942
652,1,18-34,Manhattan,,3,,2,1,,5,4,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Something else (please specify),,The Democratic party,White,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,0.96951385
91,1,35-54,Brooklyn,2,5,,,3,,4,1,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.752501167
181,1,35-54,Brooklyn,4,2,,3,1,,5,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.752501167
704,1,35-54,Manhattan,5,,1,2,3,,,4,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Somewhat less likely,Plan to vote by absentee ballot,Jobs,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,0.734903989
150,1,35-54,Brooklyn,4,3,1,,2,,5,,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.011014876
404,2,65+,Brooklyn,4,5,1,2,,,,3,,"Some college, but no degree",Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.323497272
135,1,35-54,Brooklyn,,,,,,,,,,Graduate or professional degree,Female,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.724894547
438,2,55-64,Brooklyn,4,5,,1,,3,2,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Not familiar at all,Yes,Wrong track,I will definitely vote,0.797693884
989,1,18-34,Manhattan,2,,1,,4,5,3,,,High school graduate,Male,Moderate,Somewhat more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,1.30257994
929,2,65+,Queens,4,2,,,1,,3,5,,Associates or other two-year degree,Male,Somewhat liberal or progressive,Somewhat more likely,Plan to vote early in-person,Healthcare,,The Democratic party,Hispanic,5,Hard,Not too familiar,Yes,Wrong track,I will definitely vote,1.31035969
95,2,65+,Brooklyn,2,5,,1,3,,,4,,Graduate or professional degree,Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very Hard,Not familiar at all,Yes,Not sure,I will definitely vote,0.815969318
769,2,55-64,Queens,1,5,3,,,,2,4,,High school graduate,Male,Moderate,No change,Plan to vote in-person on June 22,Jobs,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.278030677
233,2,65+,Queens,,4,,2,1,,3,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,5.0,The Democratic party,White,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.36353972
368,1,35-54,Brooklyn,,,1,,,,,,,Not sure,Female,Not sure,Not sure,Plan to vote early in-person,Crime,,The Democratic party,Other,5,Not sure,Not sure,Yes,Not sure,I will definitely vote,0.378844829
763,1,35-54,Queens,1,,,,,,2,,,Four-year college graduate (bachelors degree),Male,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,AAPI,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.195847309
602,2,65+,Manhattan,5,,2,4,1,3,,,,Graduate or professional degree,Male,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.882212665
710,2,65+,Manhattan,,3,,5,1,4,2,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,,Something else (please specify),,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.831163004
792,2,65+,Staten Island,5,4,,1,,3,,2,,Graduate or professional degree,Female,Very liberal or progressive,No change,,COVID-19/coronavirus,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.497830724
19,2,65+,Brooklyn,,,1,4,,3,,2,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote early in-person,Homelessness,5.0,The Democratic party,Other,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,0.592723843
574,1,18-34,Manhattan,,5,1,3,2,4,,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote by absentee ballot,Homelessness,,The Democratic party,Black,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.073322046
417,2,65+,Queens,2,1,3,4,,5,,,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Transportation,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.36353972
191,1,35-54,Brooklyn,,2,,4,1,,3,,,Graduate or professional degree,Other,Somewhat liberal or progressive,Somewhat more likely,Not sure,Something else (please specify),4.0,The Democratic party,Other,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.606418994
693,2,65+,Manhattan,,,,1,4,3,2,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Jobs,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.831163004
914,2,65+,Queens,,,1,5,4,3,,2,,"Some college, but no degree",Female,Moderate,Somewhat more likely,Plan to vote early in-person,Jobs,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.36353972
346,2,55-64,Brooklyn,2,3,1,,,,,,,Four-year college graduate (bachelors degree),Male,Moderate,Somewhat less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.797693884
84,2,65+,Manhattan,,3,,1,2,,4,5,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.122000825
706,1,35-54,Manhattan,3,,4,5,2,,,1,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,COVID-19/coronavirus,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.194881261
139,2,55-64,Brooklyn,,,1,,,,,,,First to eleventh grade,Female,Very conservative,Not sure,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Very Hard,Not familiar at all,Yes,Right direction,I will definitely vote,1.356014333
555,1,35-54,Manhattan,1,,,3,2,,5,4,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Other,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.718959564
820,2,65+,Staten Island,2,,3,1,,,,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,White,5,Very easy,Not too familiar,Yes,Wrong track,I will definitely vote,0.496634371
684,2,55-64,Manhattan,3,,1,2,,,,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,AAPI,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.186520404
520,2,65+,Manhattan,5,,3,1,,4,,2,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Very familiar,Yes,Right direction,I will definitely vote,0.796887942
502,1,35-54,Brooklyn,5,1,,4,3,2,,,,High school graduate,Male,Moderate,Somewhat more likely,,Jobs,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.011014876
178,1,35-54,Brooklyn,,2,,1,3,,5,4,,First to eleventh grade,Female,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,1.062057481
466,1,35-54,Brooklyn,1,,,2,3,,4,5,,Associates or other two-year degree,Female,Somewhat conservative,No change,Plan to vote early in-person,Jobs,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.057039991
721,1,35-54,Manhattan,,5,,1,2,3,4,,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.987372377
560,2,65+,Manhattan,,3,,4,2,,1,,,Graduate or professional degree,Female,Very liberal or progressive,Somewhat more likely,Plan to vote early in-person,Police reform,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.796887942
759,1,35-54,Queens,2,,1,,,3,4,5,,"Some college, but no degree",Male,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Homelessness,,The Democratic party,Black,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.334714033
945,2,55-64,Bronx,,,1,,,,,,,High school graduate,Male,Very conservative,Not sure,Plan to vote early in-person,Jobs,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.114615542
575,1,18-34,Manhattan,4,5,,1,2,,3,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.927299755
840,2,65+,Staten Island,3,,1,4,5,2,,,,Graduate or professional degree,Female,Somewhat conservative,Not sure,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Not familiar at all,Yes,Wrong track,I will definitely vote,0.497830724
306,2,55-64,Bronx,,,1,,,,,,,First to eleventh grade,Male,Very conservative,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.967546382
686,2,65+,Manhattan,2,,4,5,1,,3,,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.116700144
691,2,55-64,Manhattan,,2,,4,1,,,3,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Much more likely,Plan to vote early in-person,Police reform,4.0,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.814504638
221,1,35-54,Brooklyn,3,5,1,,2,4,,,,Associates or other two-year degree,Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,Black,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.170219824
747,2,55-64,Queens,,,1,2,,,3,,,"Some college, but no degree",Female,Not sure,No change,Plan to vote early in-person,Homelessness,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Wrong track,I will definitely vote,1.546625106
910,2,65+,Bronx,3,2,1,4,,,5,,,High school graduate,Female,Moderate,Somewhat more likely,,Crime,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Not sure,I will definitely vote,1.189190989
21,2,55-64,Bronx,3,,1,,,,2,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote early in-person,Homelessness,,The Democratic party,Black,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,0.829611429
193,1,35-54,Queens,3,2,4,,1,,,,,Graduate or professional degree,Male,Moderate,No change,Not sure,Police reform,4.0,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.910992994
403,2,65+,Queens,,3,4,1,2,,,,,"Some college, but no degree",Female,Somewhat liberal or progressive,Somewhat more likely,Plan to vote by absentee ballot,Homelessness,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.36353972
242,2,55-64,Bronx,,1,4,3,,,2,5,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote by absentee ballot,COVID-19/coronavirus,,The Democratic party,Black,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.114615542
553,1,35-54,Manhattan,5,,1,3,2,,4,,,Associates or other two-year degree,Female,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.194881261
161,1,35-54,Brooklyn,3,5,1,2,,,4,,,First to eleventh grade,Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,1.223492534
136,1,35-54,Brooklyn,1,,,2,,,,,,Four-year college graduate (bachelors degree),Male,Not sure,Not sure,Plan to vote in-person on June 22,Crime,3.0,The Democratic party,Hispanic,5,Easy,Not too familiar,Yes,Not sure,I will definitely vote,0.723152529
513,1,35-54,Brooklyn,3,2,,5,,,1,4,,High school graduate,Female,Moderate,Somewhat more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.057039991
955,1,35-54,Queens,1,3,,2,4,,,5,,"Some college, but no degree",Female,Very liberal or progressive,Much more likely,Plan to vote by absentee ballot,Police reform,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Not sure,I will definitely vote,1.395475124
966,2,65+,Queens,,4,,5,1,2,3,,,Associates or other two-year degree,Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.31035969
398,2,65+,Queens,,,,2,1,4,,3,,"Some college, but no degree",Female,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Healthcare,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.36353972
155,1,35-54,Bronx,,,1,2,3,,,,,Graduate or professional degree,Female,Moderate,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Hispanic,5,Hard,Not sure,Yes,Right direction,I will definitely vote,0.622973424
550,2,65+,Manhattan,,,1,,,,,,,"Some college, but no degree",Male,Somewhat conservative,Much less likely,Plan to vote early in-person,Homelessness,,The Democratic party,Other,5,Very Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,0.777725238
42,2,55-64,Bronx,,,,,,,,,,Associates or other two-year degree,Male,Moderate,Somewhat more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.114615542
182,1,35-54,Brooklyn,,3,,2,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Not sure,Education/Schools,,The Democratic party,Other,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.502467353
343,1,35-54,Brooklyn,,5,1,3,,4,2,,,Associates or other two-year degree,Female,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.223492534
406,1,35-54,Brooklyn,4,2,,3,1,5,,,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote early in-person,Healthcare,,The Democratic party,Other,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.704120788
397,1,18-34,Brooklyn,4,,,3,1,,2,,,Graduate or professional degree,Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Police reform,1.0,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.910348685
430,1,18-34,Brooklyn,4,,5,1,2,,3,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Somewhat more likely,Plan to vote early in-person,Transportation,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.99272873
923,2,65+,Queens,1,,4,5,,3,2,,,Associates or other two-year degree,Male,Very liberal or progressive,Not sure,Not sure,Police reform,,The Democratic party,Hispanic,5,Hard,Very familiar,Yes,Right direction,I will definitely vote,1.31035969
209,2,55-64,Manhattan,,,,2,1,,4,3,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,Other,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.762137884
980,2,65+,Manhattan,,,,,,,,,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,1.0,The Democratic party,White,5,Not sure,Very familiar,Yes,Wrong track,I will definitely vote,0.796887942
711,2,55-64,Manhattan,1,,3,,2,,4,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Jobs,,The Democratic party,AAPI,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,1.186520404
40,1,35-54,Brooklyn,,2,,,1,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,AAPI,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.096197551
117,2,55-64,Queens,,,1,,,,,,,Four-year college graduate (bachelors degree),Female,Moderate,Much less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.101034215
66,1,18-34,Manhattan,,4,,3,2,,,1,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Homelessness,5.0,The Democratic party,Black,5,Not sure,Very familiar,Yes,Wrong track,I will definitely vote,1.073322046
499,2,55-64,Brooklyn,,,1,4,,3,2,5,,Associates or other two-year degree,Female,Moderate,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.356014333
302,2,65+,Brooklyn,1,5,2,3,,,4,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.855104872
142,2,65+,Manhattan,,,,1,,,,,,Not sure,Male,Very conservative,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Other,5,Easy,Not too familiar,Yes,Not sure,I will definitely vote,0.400227123
5,1,35-54,Brooklyn,1,3,4,,2,,,5,,Graduate or professional degree,Female,Moderate,Somewhat more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.835080099
567,2,55-64,Manhattan,,,,,,2,,1,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.814504638
453,1,35-54,Brooklyn,,,1,,,,,,,"Some college, but no degree",Male,Somewhat conservative,Much less likely,,Crime,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.011014876
399,1,35-54,Brooklyn,3,,1,2,,4,,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.87099785
514,1,35-54,Brooklyn,1,,,,,,,,,Four-year college graduate (bachelors degree),Male,Moderate,Somewhat more likely,Plan to vote early in-person,Education/Schools,,The Democratic party,AAPI,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.048467457
642,2,65+,Manhattan,,,,2,3,,1,4,,"Some college, but no degree",Female,Very liberal or progressive,No change,,Something else (please specify),4.0,The Democratic party,White,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.167536442
653,2,55-64,Manhattan,,4,2,1,3,,,,,Associates or other two-year degree,Male,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Housing,4.0,The Democratic party,Hispanic,5,Very easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.099513417
713,1,35-54,Manhattan,,5,3,1,4,,2,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.738392384
740,2,65+,Queens,4,,1,2,,3,,,,Four-year college graduate (bachelors degree),Male,Somewhat conservative,No change,Plan to vote early in-person,Crime,5.0,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.074631546
239,1,35-54,Brooklyn,,,1,2,,,,,,Graduate or professional degree,Male,Very conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Easy,Not familiar at all,Yes,Wrong track,I will definitely vote,0.693331546
569,1,35-54,Manhattan,,,,,,,,,,Four-year college graduate (bachelors degree),Male,Moderate,No change,Plan to vote in-person on June 22,Police reform,1.0,The Democratic party,Other,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.489537936
605,1,35-54,Manhattan,,,,1,4,2,5,3,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.702905161
372,1,18-34,Brooklyn,,3,,2,1,5,,4,,Graduate or professional degree,Female,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Very easy,Not too familiar,Yes,Not sure,I will definitely vote,1.10167006
519,2,65+,Manhattan,,,5,1,,3,4,2,,Graduate or professional degree,Female,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.796887942
30,2,55-64,Queens,,4,1,3,5,,,2,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Very easy,Not sure,Yes,Right direction,I will definitely vote,1.278030677
371,1,18-34,Brooklyn,,2,,,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote early in-person,Housing,2.0,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.956309006
12,1,35-54,Brooklyn,,,,,1,,2,,,First to eleventh grade,Male,Very liberal or progressive,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.011014876
662,2,65+,Manhattan,,,,2,1,3,,4,,Graduate or professional degree,Female,Moderate,No change,Plan to vote by absentee ballot,Education/Schools,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.922374229
454,2,65+,Brooklyn,3,,1,,,,,2,,Graduate or professional degree,Female,Moderate,No change,Plan to vote early in-person,Housing,,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.819842508
170,2,65+,Bronx,4,,2,,1,,3,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Not sure,Not familiar at all,Yes,Right direction,I will definitely vote,0.809717446
896,1,35-54,Bronx,4,,3,,2,1,,5,,Associates or other two-year degree,Female,Moderate,Much more likely,Not sure,Something else (please specify),,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.051467879
492,1,35-54,Brooklyn,,1,,5,4,3,2,,,Four-year college graduate (bachelors degree),Female,Moderate,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.87099785
885,2,55-64,Queens,,,1,3,5,,4,2,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.336211333
